category,datetime,headline,id,image,related,source,summary,url
company,1769370420,Is Eaton Stock a Buy Now?,138255844,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ETN,Yahoo,Eaton is rumored to be considering a major corporate decision that would make the industrial company's business even more reliable in the future.,https://finnhub.io/api/news?id=401ba637adb20d84db4cf6a09df97396b54354e228873962cca90e834111885a
company,1769363103,Energy stocks to watch as major winter storm rips through the U.S.,138262864,https://image.cnbcfm.com/api/v1/image/108256764-1769368062620-gettyimages-2257653169-US_WINTER_STORM.jpeg?v=1769368088&w=1920&h=1080,ETN,CNBC,Here are a few stocks and energy related industry groups to watch around this and future storms.,https://finnhub.io/api/news?id=af95fbfd94016256850a5f48666a0e76c716396e2162cf47faa3423bd56f8ae0
