category,datetime,headline,id,image,related,source,summary,url
company,1769460953,Why CrowdStrike (CRWD) Stock Is Trading Up Today,138264938,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CRWD,Yahoo,Shares of cybersecurity platform provider CrowdStrike (NASDAQ:CRWD) jumped 3.4% in the afternoon session after the stock's positive momentum continued following recent analyst upgrades.,https://finnhub.io/api/news?id=66c9500753697a32d392a69b1215e29bbbc964f2216001b5862e8e8d09f9179c
company,1769445000,"CrowdStrike Holdings Inc. Cl A stock rises Monday, outperforms market",138286227,,CRWD,MarketWatch,"CrowdStrike Holdings Inc. Cl A stock rises Monday, outperforms market",https://finnhub.io/api/news?id=25d3af0219b68a4bdec29631b32c19ea4fff5a88b1feba44bdcb8c68d63ed6ed
